name,company_number,address_line1,locality,postcode,sic_codes,search_city,search_sic,latitude,longitude
CLC ACCOUNTING SERVICES LTD,16537692,"Flat 52, Turpin House",London,SW11 5HR,69201,London,69201,51.475563,-0.148516
SGPR - SOLUTIONS LTD,14919510,57 Waverley Gardens,London,NW10 7EE,"69201, 80100",London,69201,51.534133,-0.288986
C&A COLLECTIVE LTD,14433700,7 Bell Yard,London,WC2A 2JR,"62020, 69201, 69202",London,69201,51.514455,-0.111772
UNIVERSAL ASSESSORS LIMITED,15282666,20 Wenlock Road,London,N1 7GU,69201,London,69201,51.530737,-0.09371
KGD GLOBAL CONSULTANCY LTD,11900375,20 Wenlock Road,London,N1 7GU,"68320, 69201",London,69201,51.530737,-0.09371
MNAG LIMITED,16758477,Flat 17 The Lock Building,London,E15 2QB,"69201, 69202",London,69201,51.532734,-0.009321
ALPHA STARLINGZ LIMITED,15806462,7 Sansom Road,Leytonstone,E11 3HD,"47910, 69201, 69202, 70229",London,69201,51.560391,0.011493
COSTICAL INTERNATIONAL LIMITED,13305293,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
SIDICK ACCOUNTANTS LTD,16771288,1 Plumstead Road,London,SE18 7BZ,"69201, 69202, 69203, 70221",London,69201,51.490912,0.071398
COPPER GRIFFIN CONSULTING LTD,16759400,128 City Road,London,EC1V 2NX,"69201, 70229",London,69201,51.527304,-0.088894
CSK CONSULTANCY LIMITED,10573527,50 Stratton Street,London,W1J 8LL,69201,London,69201,51.507434,-0.143448
ADMISTON LTD,13257830,"Office 14742 182-184 High Street North, East Ham",London,E6 2JA,"47910, 69201, 70221, 70229",London,69201,51.538987,0.051517
TUDOR FINANCIAL CONSULTING LTD,16768865,36 Summit House London Road,Bracknell,RG12 2XD,69201,London,69201,51.416065,-0.738059
TYPE2FINANCE LIMITED,06718240,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 70221, 70229",London,69201,51.514897,-0.123615
BROADPATH CONSULTING LTD,09957947,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,69201,London,69201,51.525617,-0.083602
AVONLEA ACCOUNTING LIMITED,16879376,124 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
EOACC LTD,06477880,5 Approach Road,London,SW20 8BA,"62012, 69201",London,69201,51.408931,-0.228497
4KS ACCOUNTANCY LTD,16883176,20 Wenlock Road,London,N1 7GU,"69201, 69202, 69203",London,69201,51.530737,-0.09371
M Z & A ASSOCIATES LIMITED,16883655,Southgate Office Village Block E,London,N14 6HF,69201,London,69201,51.63353,-0.126685
ROTH 10 CONSULTING LIMITED,15749978,5 Approach Road,London,SW20 8BA,"69201, 70221, 70229",London,69201,51.408931,-0.228497
ADZBUSINESSSOLUTIONS LTD,15281410,"Adz Business Solutions Ltd The Type Building, 1st Floor",Stratford,E15 2TP,"46190, 69201, 82990, 84130",London,69201,51.531045,-0.010476
VH CONSULTANTS LIMITED,14248007,5 Approach Road,London,SW20 8BA,69201,London,69201,51.408931,-0.228497
EOACC CONSULT LTD,11326455,5 Approach Road,London,SW20 8BA,69201,London,69201,51.408931,-0.228497
SSH CONSULTING LTD,09849810,60 Tottenham Court Road,London,W1T 2EW,"47990, 62090, 69201",London,69201,51.519789,-0.133764
FITZROVIA FORENSICS LIMITED,08328520,1st Floor Arthur Stanley House,London,W1T 4RN,69201,London,69201,51.519864,-0.13735
C SHRIGLEY ACCOUNTANCY SERVICES LTD,16896684,1st Floor 124 Cleveland Street,London,W1T 6PG,69201,London,69201,51.523334,-0.141821
VISTAL ACCOUNTS LTD,16899084,128 City Road,London,EC1V 2NX,"69201, 69202",London,69201,51.527304,-0.088894
BALANCIA ACCOUNTANCY LIMITED,16892225,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,69201,London,69201,51.525617,-0.083602
LFS FINANCIAL LIMITED,16828344,167-169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
READY RETURNS LTD,16890781,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,"69201, 69202, 82990",London,69201,51.525617,-0.083602
AXIOM FORENSIC BOOKKEEPING LTD,16897723,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202",London,69201,51.514897,-0.123615
MITLEV SERVICES LIMITED,16024585,"Second Floor, Sutherland House",London,NW9 7BT,"69201, 69202",London,69201,51.574377,-0.235651
ITAX ZONE LIMITED,10567808,37 Lombard Street,London,EC3V 9BQ,69201,London,69201,51.512054,-0.086261
ABARBANEL LTD,16816121,923 Finchley Road,London,NW11 7PE,"69201, 69202",London,69201,51.574095,-0.196438
SAMUEL WISEMAN LTD,12935107,167-169 Great Portland Street,London,W1W 5PF,"68320, 69201, 70221, 82110",London,69201,51.521673,-0.143705
PEPPERCORN TAX LIMITED,10695531,45 Gresham Street,London,EC2V 7BG,"69201, 69203",London,69201,51.515954,-0.094933
DU CONSULTANCY SERVICES LTD,13684628,R/O 44 Broadway Court,London,SW19 1RG,"69201, 69202",London,69201,51.420098,-0.203039
SUMER AUDITCO LIMITED,14308154,Acre House,London,NW1 3ER,69201,London,69201,51.526974,-0.13941
STARBRIDGE GROUP (PMP) LIMITED,16802986,320 City Road,London,EC1V 2NZ,"69201, 69202, 69203",London,69201,51.530436,-0.101249
FARLEY & PARTNERS CONSULTING SERVICES LIMITED,07418450,7 Archdale Place,Kingston Upon Thames,KT3 3RW,"69201, 69202, 69203, 70229",London,69201,51.405205,-0.2778
THE ACCOUNTS BIZ BOOKKEEPING & ACCOUNTING LTD,16815440,83 Jade Close,London,E16 3TZ,"69201, 69202",London,69201,51.512138,0.043076
FHA ACCOUNTANTS LIMITED,16172954,129a Lewisham Way,London,SE14 6QJ,69201,London,69201,51.472752,-0.03172
MY TAXPERT LTD,16981796,242 Brownhill Road,London,SE6 1AU,"69201, 69202, 69203",London,69201,51.444855,-0.005088
ACCOUNTING CRUNCHERS LIMITED,14727242,71-75 Shelton Street,London,WC2H 9JQ,"62020, 62090, 69201, 69202",London,69201,51.514897,-0.123615
OANSAH ACCOUNTANTS LTD,16989929,"4th Floor Room 5, City Gate House 246-250 Romford Road",London,E7 9HZ,"69201, 69202, 69203, 70221",London,69201,51.545909,0.022695
RAUGUR LIMITED,13032171,1 Craven Road,London,W5 2UA,69201,London,69201,51.513064,-0.311999
ZURISH ASSOCIATES LIMITED,06809154,51 Restons Crescent,London,SE9 2JD,"69201, 69202, 69203",London,69201,51.449733,0.086171
TAA ADVISORY LIMITED,16983107,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,"69201, 69203, 70229",London,69201,51.525617,-0.083602
THE COUNTING CREW LIMITED,16985321,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202",London,69201,51.514897,-0.123615
ACCOUNTSFLOW LTD,16983053,22 Salisbury Road,London,E7 9JX,"69201, 69202, 69203",London,69201,51.543157,0.019544
ED DYKES CONSULTING LTD,16987838,12 Ursula Street,London,SW11 3DW,69201,London,69201,51.473951,-0.169561
BACKOPS CONSULTING LTD,16979992,20 Wenlock Road,London,N1 7GU,"69201, 69202, 70221, 70229",London,69201,51.530737,-0.09371
UKACSP LTD,16986361,115 London Road,Morden,SM4 5HP,"62020, 69201, 70229",London,69201,51.400678,-0.195677
PL BUREAU FINANCIAL SERVICES LTD,11298210,4 Sunnyhill Road,London,SW16 2UH,"63990, 69201",London,69201,51.430377,-0.128303
NOVA STRATEGY CONSULTING LTD,16990370,Suite 6057 128 Aldersgate Street,London,EC1A 4AE,"69201, 69203, 70221, 70229",London,69201,51.520793,-0.097729
ZAHEER ACCOUNTANCY & BOOKKEEPING LIMITED,09632997,605 Whitby House 26 Marsh Wall,London,E14 9AX,69201,London,69201,51.501942,-0.024741
TAXISNET LTD,16965583,"Dept 3501, 126 East Ferry Road",London,E14 9FP,"69201, 69202, 69203, 70229",London,69201,51.496646,-0.014655
VAL ACCOUNTANTS LIMITED,16968228,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
IDENT VERIFICAT LTD,16922525,Apartment 316 21-33 Worple Road,London,SW19 4BJ,"69201, 69202, 82990",London,69201,51.421307,-0.209723
T&W ENTERPRISE LIMITED,16969498,59 Braemar Avenue,London,SW19 8AY,"69201, 74909",London,69201,51.438204,-0.202099
KKF ACCOUNTANTS LTD,11782196,128 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
KPIS ADVISORY & FINANCIAL SOLUTIONS LTD,16973417,24-26 Arcadia Avenue Fin009,London,N3 2JU,"69201, 69203, 70221, 74909",London,69201,51.599434,-0.193932
JDKL CONSULTANTS LIMITED,16950294,167-169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
GREEN PEN ADVISORY LTD,16976234,128 City Road,London,EC1V 2NX,"69201, 70221, 70229",London,69201,51.527304,-0.088894
HYDE ACCOUNTANCY LTD,15863491,35 New Broad Street,London,EC2M 1NH,"69201, 69202, 69203, 70229",London,69201,51.516951,-0.083779
SARFARAZ & CHOWDHURY ACCOUNTANTS LTD,15914046,Terradoc-Royal Docks Centre For Sustainability,London,E16 2RD,"69201, 69202, 70229",London,69201,51.507567,0.063234
POWERCRAFTERS LTD,16908302,10 Bishops Square,London,E1 6EG,69201,London,69201,51.519812,-0.077316
DIAMOND FINANCIAL MANAGEMENT LIMITED,16908804,124-128 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
REACH GLOBAL PROFESSIONAL SERVICES LTD,14518792,"3 Waterhouse Square 138-142, London Fao: Xpact Financial Accountants",London,EC1N 2SW,69201,London,69201,51.51827,-0.110187
XEINADIN BLACKPOOL LIMITED,16759252,8th Floor Becket House,London,EC2R 8DD,69201,London,69201,51.51387,-0.091172
ROEDL TRANSACTIONS LTD,15468518,Portman House,London,W1H 6DU,"69201, 70221, 96090",London,69201,51.514045,-0.155517
GLASS HAMMER BUSINESS SERVICES LTD,16917444,20 Wenlock Road,London,N1 7GU,"69201, 69202, 69203, 70229",London,69201,51.530737,-0.09371
FINX ADVISORY LTD,16883434,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 79110",London,69201,51.514897,-0.123615
LOGIC ACCOUNTANTS LTD,14881691,65 Silchester Apartments 632-654 London Road,Isleworth,TW7 4FR,"69201, 69202",London,69201,51.472149,-0.349968
CAIRN INSIGHT LTD,16713099,124 City Road,London,EC1V 2NX,"69201, 70221, 70229",London,69201,51.527304,-0.088894
SE ACCOUNTANCY SERVICES LTD,16043301,32 Crossmead,London,SE9 3AB,69201,London,69201,51.439138,0.053111
SYNERGY TAX ACCOUNTANTS LIMITED,14680674,25 North Row,London,W1K 6DJ,69201,London,69201,51.513203,-0.154585
AWARI CONSULTANTS LIMITED,13059619,7 Bell Yard,London,WC2A 2JR,"69201, 82990",London,69201,51.514455,-0.111772
JPK PARTNERSHIPS LIMITED,16933148,63/66 Hatton Garden,London,EC1N 8LE,69201,London,69201,51.521073,-0.108947
A&G NOMINEES LIMITED,15147323,13 Gray's Inn Square,London,WC1R 5JR,69201,London,69201,51.519698,-0.112348
HADI & CO ACCOUNTANTS LTD,16920495,128 City Road,London,EC1V 2NX,"69201, 69203, 70221",London,69201,51.527304,-0.088894
XEINADIN TEESSIDE AND YORKSHIRE COAST LIMITED,16759275,8th Floor Becket House,London,EC2R 8DD,69201,London,69201,51.51387,-0.091172
NSBDL LTD,15976045,21b New Cross Road,London,SE14 5DS,"64999, 68209, 69201",London,69201,51.478159,-0.052312
ABBOTT AND BROWN LIMITED,16931266,167-169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
HARRIS CONFIDENTIAL LIMITED,09282647,Adam House,London,WC2N 6AA,69201,London,69201,51.509664,-0.121957
GLOWCO LTD,11742666,71-75 Shelton Street,London,WC2H 9JQ,"69201, 70229, 72200, 74909",London,69201,51.514897,-0.123615
LAMIDI FINANCIAL & CONSULTING GROUP LIMITED,16932443,71-75 Shelton Street,London,WC2H 9JQ,"69201, 70221",London,69201,51.514897,-0.123615
ADWELL & GREENE (ACCOUNTANTS) LIMITED,14356228,13 Gray's Inn Square,London,WC1R 5JR,69201,London,69201,51.519698,-0.112348
RENAISSANCE AFRICA CONSULTANCY LTD,12352010,152 Portland Grove Portland Grove,London,SW8 1JJ,"01610, 63990, 69201",London,69201,51.475176,-0.121948
DRAFT MY ACCOUNTS LIMITED,16935113,167-169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
A&G SECRETARIAL LIMITED,15141600,13 Gray's Inn Square,London,WC1R 5JR,"69201, 82110",London,69201,51.519698,-0.112348
AWARO FINANCIAL CONSULTING LIMITED,07478123,Flat 23 Milford Court,London,N16 5RQ,69201,London,69201,51.569193,-0.075826
GB GLOBAL VENTURES LTD,15336771,124 City Road,London,EC1V 2NX,"47910, 66110, 69201, 70221",London,69201,51.527304,-0.088894
LEDGER GROVE LIMITED,16318556,"Suite Ra01, 195-197 Wood Street, London, E17 3nu Suite Ra01, 195-197 Wood Street",London,E17 3NU,69201,London,69201,51.585813,-0.001676
BALANCE TECHNOLOGIES LTD,16998135,3-5 St. John Street,London,EC1M 4AA,69201,London,69201,51.520079,-0.101968
LYMTLESS LTD.,12078982,LYMTLESS LTD.,London,W1W 5PF,"69201, 70229, 86900",London,69201,51.521673,-0.143705
SEVEN KEYS ACCOUNTING & ADVISORY LTD,17002796,128 City Road,London,EC1V 2NX,"69201, 69202, 69203, 70229",London,69201,51.527304,-0.088894
CAVENDISH BOND LIMITED,08315524,14 Hanover Square,London,W1S 1HN,69201,London,69201,51.514536,-0.143895
PACEPOINT ACCOUNTING & ADVISORY SERVICES (PRIVATE) LTD,16995462,6 Turner Avenue,London,CR4 3JY,"69201, 69203, 70229",London,69201,51.413791,-0.165105
PEARTREE SME CONSULTANCY LTD,16998590,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
THE DIGITAL REPORTS LIMITED,17004690,128 City Road,London,EC1V 2NX,"58290, 69201, 69202",London,69201,51.527304,-0.088894
G PRO LTD,16998526,107 Geere Road,London,E15 3PP,"41100, 68100, 68209, 69201",London,69201,51.534617,0.014177
TRAIL CONSULTING LIMITED,17006145,Flat 14 Spaceworks Building,London,E1 1AG,69201,London,69201,51.516029,-0.065988
EFS GLOBAL ADVISORY LIMITED,17008954,76 Felixstowe Court,London,E16 2RS,"69201, 69202, 69203",London,69201,51.502,0.071959
COUNTWISE ACCOUNTANCY LTD,17000047,22a Shelley Avenue,London,E12 6SW,"69201, 69202",London,69201,51.542861,0.048518
AMBEKS LTD,17005011,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69203, 82990",London,69201,51.514897,-0.123615
PRISM ACCOUNTANCY & DESIGN LTD,17005386,124-128 City Road,London,EC1V 2NX,"69201, 85600, 90030",London,69201,51.527304,-0.088894
SV & CO UK LIMITED,13129906,Office 505 679-691 High Street,London,E10 6RA,"69201, 69202, 69203, 74300",London,69201,51.570816,-0.008711
DRAX ENTERPRISE CORPORATION LIMITED,17009061,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
PROPERTY TAX SERVICES LTD,17006191,3rd Floor 86-90 Paul Street,London,EC2A 4NE,"69201, 69203",London,69201,51.525617,-0.083602
CLEAR FIGURES ACCOUNTING LTD,17006335,25b Richmond Avenue,London,N1 0NB,69201,London,69201,51.53886,-0.114482
PURE ACCOUNTS LIMITED,17012094,167-169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
FINFRA LIMITED,16749674,45 Floor 3,London,W1S 4JL,69201,London,69201,51.508184,-0.141429
RODLIFFE LIMITED,17014344,1 Canada Square,London,E14 5AA,69201,London,69201,51.504938,-0.019496
WILSON MANAGEMENT ACCOUNTS LIMITED,17010766,9 St. Clare Street,London,EC3N 1LQ,69201,London,69201,51.512671,-0.074475
BOSCHIS BOOKS LTD,14150358,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
ACCOUNTS &  LEGAL CONSULTING LTD,16952705,Castle Court,Reigate,RH2 9RJ,"69201, 69202, 69203",London,69201,51.241107,-0.205968
BAKER FRIEND AUDIT LIMITED,08961932,"1st Floor, 12 David Mews Marylebone",London,W1U 6EG,69201,London,69201,51.521254,-0.156465
HGCA ACCOUNTING LTD,11817183,66 Paul Street,London,EC2A 4NA,"69201, 69202, 69203",London,69201,51.525161,-0.08378
PRB AUDIT PARTNERS UK LTD,17015028,Flat 9 Brandon Mansions,London,W14 9RE,"69201, 70229",London,69201,51.486264,-0.208737
MEDICS ACCOUNTANCY LTD,17016744,20 Wenlock Road,London,N1 7GU,"69201, 69202, 69203",London,69201,51.530737,-0.09371
24H ACCOUNTANCY LTD,13771402,124 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
AMICUSTAX LIMITED,05747293,"1st Floor, 12 David Mews Marylebone",London,W1U 6EG,69201,London,69201,51.521254,-0.156465
PKP CONSULTING LIMITED,17017053,8 Sonia Gardens,London,NW10 1AH,"69201, 70229",London,69201,51.557622,-0.245114
REGIS FINANCE LTD,17022749,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,69201,London,69201,51.525617,-0.083602
ERINMAAL LTD,13997108,128 City Road,London,EC1V 2NX,"69201, 69202, 70100",London,69201,51.527304,-0.088894
QUOTAX LTD,15251025,57 Plashet Grove,London,E6 1AD,"69201, 69203, 96090",London,69201,51.53729,0.036401
JAHRI COLLECTIVE LTD,17017864,5 Brayford Square,London,E1 0SG,69201,London,69201,51.514214,-0.050341
LPC CONSULTANCY SERVICES LIMITED,07620172,71-75 Shelton Street,London,WC2H 9JQ,"56101, 69201, 69202, 85600",London,69201,51.514897,-0.123615
PENNYWISE ACCOUNTING LTD,06485081,Suite 9 Dalton House,London,SW19 2RR,69201,London,69201,51.410901,-0.185051
PRO TAX PLUS LEWISHAM LTD,15509149,132 Lewisham High Street,London,SE13 6EE,"69201, 69202",London,69201,51.461485,-0.011029
INTERNATIONAL  ACCOUNTANCY SERVICES LTD,11263434,167-169 Great Portland Street,London,W1W 5PF,"69201, 69202",London,69201,51.521673,-0.143705
CHARLIE FOXTROT OSCAR ADVISORY LTD,16943412,20 Wenlock Road,London,N1 7GU,69201,London,69201,51.530737,-0.09371
FIGURETALK LIMITED,12035208,43 Overstone Road,London,W6 0AD,69201,London,69201,51.496326,-0.228194
UNIS VIRTUAL FINANCE LTD,16945118,20 Wenlock Road,London,N1 7GU,69201,London,69201,51.530737,-0.09371
BRAMHA & CO LIMITED,11318712,5 Manfred Road,London,SW15 2RS,69201,London,69201,51.458233,-0.206336
IMPERTAX LTD,14631203,"4th Floor, Silverstream House",London,W1T 6EB,"69201, 69202",London,69201,51.523817,-0.140519
WOOHYE LIMITED,16937714,128 City Road,London,EC1V 2NX,"69201, 69202, 70221",London,69201,51.527304,-0.088894
MIVAN GLOBAL LTD,15376271,167-169 Great Portland Street,London,W1W 5PF,"47910, 62012, 69201, 73110",London,69201,51.521673,-0.143705
SNHR LTD,16938014,69 Lambeth Walk,London,SE11 6DX,"69201, 70229",London,69201,51.494396,-0.114244
PAY4CARE LTD,16938433,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,69201,London,69201,51.525617,-0.083602
STERLING GATE ACCOUNTANTS LTD,15423191,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,"69201, 96090",London,69201,51.525617,-0.083602
ACCOUNTANTS4LESS LIMITED,13865656,5th Floor 167 - 169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
CROWN BOOKS ACCOUNTING LTD,16942033,Unit 40a 52-56 Standard Road,London,NW10 6EU,69201,London,69201,51.528073,-0.264518
BINK PAY LTD,14405904,71-75 Shelton Street,London,WC2H 9JQ,"64921, 69201",London,69201,51.514897,-0.123615
REBOUND 58 LTD,16144616,71-75 Shelton Street,London,WC2H 9JQ,"69201, 70229",London,69201,51.514897,-0.123615
KIRA CONSULTANCY LIMITED,07497447,Harrow Business Centre,Harrow,HA1 4HN,"69201, 69202, 69203, 70221",London,69201,51.584292,-0.358842
ACCOUNTRY LTD,16910901,8 Fords Park Road,London,E16 1NL,"62012, 69201, 69202, 69203",London,69201,51.514669,0.018457
LIBERTY FINANCIAL LTD,11156706,"Unit 20, The Circle",London,SE1 2JE,69201,London,69201,51.501493,-0.074471
BRADFORD & ASSOCIATES LTD,11735700,36 Tenham Avenue,London,SW2 4XR,69201,London,69201,51.441018,-0.135192
SEBURXAM LIMITED,12069369,111 Charterhouse Street Farringdon,London,EC1M 6AW,"68209, 69201",London,69201,51.520347,-0.100732
GAIN FINANCIAL SOLUTIONS LTD,12947965,"102 Rookery Court, 80 Ruckholt Road",London,E10 5FA,"69201, 69202, 70229",London,69201,51.557288,-0.011668
GRAPHIVUE BUSINESS SOLUTIONS LTD,16847473,22 Calverton Road,London,E6 2NT,"69201, 70229, 73110",London,69201,51.535269,0.063015
MERCANTILE ACCOUNTING LTD,14651310,167-169 Great Portland Street Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
BEACON HOLBORN LIMITED,04713121,128 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
AM CAPITAL FINANCE LTD,16922271,82 Dunbar Avenue,London,SW16 4SD,69201,London,69201,51.406306,-0.116129
PLS CONSULTANTS INTERNATIONAL LIMITED,10279061,38 Wilcox Road,London,SW8 2UX,"69201, 69202, 70229, 74300",London,69201,51.479513,-0.127157
A&G FIDUCIARIES LIMITED,15140836,13 Gray's Inn Square,London,WC1R 5JR,69201,London,69201,51.519698,-0.112348
ATOZ SERVICES UK LTD,07012230,2a Charing Cross Road,London,WC2H 0HF,69201,London,69201,51.510274,-0.1281
PROJECT ACCOUNTANTS (UK) LTD,16959802,124-128 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
ASTBURY-WRIGHT ENERGY LTD,16961080,208 Trundleys Road,London,SE8 5JE,"43220, 69201",London,69201,51.482958,-0.041348
DJ ACCOUNTING LIMITED,10507742,167-169 Great Portland Street,London,W1W 5PF,"69201, 69202, 69203",London,69201,51.521673,-0.143705
SERENE VALLEY ADVISORS LIMITED,16887254,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202",London,69201,51.514897,-0.123615
LONDON ACCOUNTANCY & LAW FIRM LIMITED,14948081,92 Tolworth Broadway,Surbiton,KT6 7HT,"69102, 69109, 69201, 69203",London,69201,51.379742,-0.281773
DIEUX LIMITED,09054376,124 City Road,London,EC1V 2NX,"69201, 69203, 70229",London,69201,51.527304,-0.088894
REV ACCOUNTS LTD,16953814,55 Tarbert Walk,London,E1 0EE,69201,London,69201,51.510462,-0.052374
DSH FINANCIAL SERVICES LTD,12174447,Unit A160 4-6 Greatorex Street,London,E1 5NF,69201,London,69201,51.517871,-0.06702
K&S BUSINESS ADVISORY LIMITED,16958756,"Unit 5, 84-86 Roman Road",London,E2 0PJ,"69201, 69202, 69203, 73110",London,69201,51.528406,-0.04933
UK STRATEGIC CONSULTANTS LTD,16949892,128 City Road,London,EC1V 2NX,"69201, 69203, 70229",London,69201,51.527304,-0.088894
LANGBROOK FINANCE LTD,12134072,"3rd Floor, News Building",London,SE1 9SG,69201,London,69201,51.504963,-0.087625
SP ACCOUNTANTS LTD,16950539,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 69203",London,69201,51.514897,-0.123615
KARA ACCOUNTING LTD,15807966,51 Leyburn Road,London,N18 2BH,"69201, 69203",London,69201,51.609496,-0.059897
ZEDRA AUDIT & ASSURANCE (UK) LIMITED,11229922,Birchin Court 5th Floor,London,EC3V 9DU,69201,London,69201,51.512817,-0.086186
NAU TAX & ADVISORY LTD,16938482,167-169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
WAVERLEY FINANCIAL SERVICES LTD,14365582,66 Belmont Park,London,SE13 5BN,"66190, 69201, 70229",London,69201,51.460738,0.002197
ZEGUARD ACCOUNTANCY LTD,16950625,124 City  Road,London,EC1V 2NX,"69201, 69202",London,69201,51.527304,-0.088894
IFBS HOLDING LTD,16952234,128 City Road,London,EC1V 2NX,"62020, 64209, 69201, 70221",London,69201,51.527304,-0.088894
PRAISEDAILY LIMITED,02590000,71-75 Shelton Street,Covent Garden,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
ZUCCONI CONSULTANCY LTD,08630659,167-169 (Fifth Floor) Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
PPP LEARNING LTD,08915482,71-75 Shelton Street,London,WC2H 9JQ,"69201, 70229",London,69201,51.514897,-0.123615
LOMBE LIMITED,08514999,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
DUTUS CAPITAL LTD,15599057,75 Palmerston Crescent,London,SE18 2TT,69201,London,69201,51.479302,0.078563
OQRA LIMITED,16964356,128 City Road,London,EC1V 2NX,"69201, 69202",London,69201,51.527304,-0.088894
COURAGE BOOKKEEPING SERVICES LTD,16964901,2nd Floor College House,"Ruislip,",HA4 7AE,"69201, 69202",London,69201,51.574559,-0.428217
THAKRAR ASSOCIATES LTD,06652731,Unit 5a 9-11 Gunnery Terrace,London,SE18 6SW,69201,London,69201,51.492315,0.074458
FFS ACCOUNTANCY LIMITED,05489128,124 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
PAYNFINITY LTD,16268432,27 Old Gloucester Street,London,WC1N 3AX,69201,London,69201,51.520593,-0.122185
PARK ACCOUNTS LIMITED,02566382,316a Worple Road,London,SW20 8QU,69201,London,69201,51.41023,-0.229382
MPVR CLOUD ACCOUNTANTS LIMITED,15481952,61a Shurbbery Road,London,SW16 2AS,69201,London,69201,51.430107,-0.128285
MONDALE SERVICES LIMITED,13810885,29 Lincoln's Inn Fields,London,WC2A 3EE,"69201, 70229",London,69201,,
PPHF LTD,16037079,167-169 Great Portland Street,London,W1W 5PF,"69201, 69202, 70229",London,69201,51.521673,-0.143705
INTERFACE ACCOUNTANTS & TAXATION SERVICES LTD,17070135,221 Longley Road,London,SW17 9LG,"69201, 69202, 69203",London,69201,51.420197,-0.161814
FAIRGROUPS LIMITED,14620060,5th Floor 167 - 169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
JAMES KELLY FINANCIAL LIMITED,12408896,10 Midhurst Avenue,London,N10 3EN,69201,London,69201,51.589861,-0.152635
BRIGHT LINE ACCOUNTANTS LTD,17072863,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 69203",London,69201,51.514897,-0.123615
EASTMOND & CO LIMITED,03874298,Flat B Petherton House,London,N5 2QZ,69201,London,69201,51.551937,-0.090703
ANYTIME ACCOUNTANT UK LIMITED,17074907,Office 16724 182-184 High Street North,East Ham,E6 2JA,"69201, 69202, 69203, 70229",London,69201,51.538987,0.051517
ZOME AUDIT & ACCOUNTANCY LIMITED,11626326,5th Floor 111 Charterhouse Street,London,EC1M 6AW,69201,London,69201,51.520347,-0.100732
GIGBRIDGE LTD,13258454,"1 Landmark Office, 1 Giltspur Street",Farringdon,EC1A 9DD,"62090, 63120, 69201",London,69201,51.517403,-0.101647
BROADBASED ACCOUNTAX CONSULTANTS LTD,14576312,31 Belson Road,London,SE18 5PU,"66300, 69201, 69203, 70221",London,69201,51.490683,0.056305
JM BUSINESS CONSULTANCY LTD,11389499,59 Reeves Avenue,London,NW9 8LN,"69201, 69202, 69203",London,69201,51.575444,-0.260202
CREATIVE MOUNTAIN LIMITED,14107371,167-169 Great Portland Street,London,W1W 5PF,"69201, 69202, 69203, 70229",London,69201,51.521673,-0.143705
CARE BRIDGE GROUP LIMITED,17094406,320 City Road,London,EC1V 2NZ,"69201, 69202, 69203",London,69201,51.530436,-0.101249
